real_date,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,prod_7,prod_8,prod_9,prod_10,prod_11,prod_12,prod_13,prod_14,prod_15
1/13/2014,55,32,144,31,21,214,36,51,90,26,95,61,68,51,340
1/14/2014,51,28,132,30,19,211,34,47,79,27,74,44,49,41,263
1/15/2014,54,33,110,35,20,194,26,59,90,26,73,42,43,42,260
1/16/2014,45,30,88,34,19,204,30,56,82,49,75,43,47,41,261
1/17/2014,55,33,86,36,17,251,32,58,74,27,85,48,49,39,316
1/18/2014,78,52,168,51,33,283,58,102,150,36,112,76,76,63,425
1/19/2014,90,60,270,58,39,294,49,115,171,36,130,75,111,81,466
1/20/2014,56,37,140,37,26,211,43,68,99,28,101,57,69,56,287
1/21/2014,51,34,129,37,21,213,36,57,104,29,89,46,59,47,356
1/22/2014,53,36,107,35,20,211,28,51,90,27,97,40,51,44,267
1/23/2014,42,25,82,44,16,167,26,53,76,31,74,31,52,46,262
1/24/2014,55,31,94,33,18,191,40,59,80,25,72,44,50,39,280
1/25/2014,74,51,174,50,29,282,49,84,145,36,107,69,73,66,396
1/26/2014,82,58,265,56,35,303,51,98,166,30,135,86,93,75,453
1/27/2014,61,35,131,38,18,227,44,60,103,30,102,55,63,54,312
1/28/2014,42,34,123,31,20,201,32,68,94,26,79,46,56,43,285
1/29/2014,52,30,84,31,19,209,32,43,92,26,68,39,48,43,241
1/30/2014,43,32,96,44,19,181,31,48,93,31,65,41,49,44,227
1/31/2014,56,40,106,38,18,234,46,53,90,34,81,45,59,42,266
2/1/2014,88,78,169,70,40,427,76,141,230,48,120,76,98,78,534
2/2/2014,93,89,260,63,40,419,62,119,237,38,128,72,112,76,545
2/3/2014,63,55,158,53,34,329,56,84,139,33,105,71,78,73,395
2/4/2014,58,45,123,43,27,285,46,84,128,36,85,50,64,46,346
2/5/2014,59,47,108,48,23,295,41,70,120,34,79,44,58,43,307
2/6/2014,51,41,86,41,19,226,34,60,127,27,78,43,57,49,304
2/7/2014,65,37,92,42,18,250,39,73,114,27,87,48,57,52,338
2/8/2014,80,62,153,52,30,336,57,95,200,34,115,59,83,55,428
2/9/2014,81,65,214,57,33,347,48,94,215,31,110,61,86,59,476
2/10/2014,61,43,142,44,26,269,42,67,139,27,109,55,67,50,350
2/11/2014,53,35,106,37,21,254,36,52,118,24,86,53,56,43,324
2/12/2014,58,39,136,45,24,267,37,52,133,25,103,64,54,62,333
2/13/2014,48,33,115,32,22,222,28,50,98,22,97,44,49,45,284
2/14/2014,51,34,86,33,18,242,29,39,102,23,75,51,48,38,276
2/15/2014,74,54,212,59,31,339,57,81,202,34,115,70,73,63,479
2/16/2014,88,66,305,61,45,383,52,103,243,34,141,85,99,85,564
2/17/2014,56,44,172,47,28,283,40,68,154,33,111,62,77,52,356
2/18/2014,53,40,121,37,22,252,34,53,127,23,87,52,57,53,328
2/19/2014,53,41,108,39,21,255,36,54,121,23,85,44,61,44,309
2/20/2014,39,32,111,38,18,194,27,47,109,20,81,52,54,45,280
2/21/2014,54,38,84,38,20,237,32,48,122,23,76,51,54,53,334
2/22/2014,81,58,169,63,36,349,50,80,212,41,111,85,73,79,508
2/23/2014,75,56,196,55,36,297,42,78,199,26,121,100,77,84,487
2/24/2014,57,44,152,53,26,273,44,69,161,28,117,77,72,64,332
2/25/2014,48,39,112,46,19,232,34,50,129,24,103,57,61,61,256
2/26/2014,54,38,98,43,24,252,33,47,139,45,85,58,47,50,302
2/27/2014,44,35,73,41,22,206,31,44,114,26,70,55,53,46,279
2/28/2014,68,48,87,48,23,262,44,56,150,33,72,52,56,45,323
3/1/2014,94,85,154,80,39,418,74,130,243,48,103,74,84,74,532
3/2/2014,77,56,121,52,28,280,51,90,168,38,91,77,68,59,376
3/3/2014,67,51,111,52,27,247,36,68,131,25,77,68,62,50,304
3/4/2014,80,67,190,61,37,320,40,75,161,31,127,95,80,72,471
3/5/2014,66,58,154,58,34,353,52,93,177,33,122,76,73,73,399
3/6/2014,54,56,121,51,27,288,41,72,148,29,100,55,64,53,351
3/7/2014,51,47,114,54,26,255,42,74,125,31,85,56,56,40,412
3/8/2014,79,77,156,60,29,326,53,87,184,37,131,80,74,72,440
3/9/2014,93,101,231,70,52,366,52,116,229,37,165,113,100,100,542
3/10/2014,54,54,125,51,28,260,40,75,128,34,111,76,67,69,345
3/11/2014,48,49,115,44,24,222,32,67,116,26,91,69,49,61,302
3/12/2014,52,44,124,45,25,265,30,56,97,29,84,57,49,53,289
3/13/2014,46,36,89,41,21,206,27,54,93,23,69,61,48,49,245
3/14/2014,53,39,93,41,17,198,40,60,87,43,74,57,54,47,251
3/15/2014,73,53,138,56,32,286,60,91,168,36,125,82,67,66,386
3/16/2014,97,76,255,74,47,353,49,107,194,35,138,109,94,97,520
3/17/2014,52,43,130,52,28,245,38,73,111,26,119,77,69,61,325
3/18/2014,44,36,157,49,21,224,38,62,90,33,96,58,58,57,254
3/19/2014,49,30,110,50,26,226,35,60,83,25,91,59,53,59,279
3/20/2014,43,28,96,37,21,195,31,56,96,23,89,54,52,39,257
3/21/2014,54,29,137,41,18,202,31,43,115,22,102,51,48,47,251
3/22/2014,64,27,176,62,34,278,51,84,201,27,125,79,71,71,381
3/23/2014,75,48,256,58,42,314,49,89,241,29,180,107,94,82,477
3/24/2014,51,33,121,47,23,237,43,60,161,24,125,61,60,56,309
3/25/2014,47,31,106,42,22,222,32,55,151,37,97,63,63,61,256
3/26/2014,51,41,103,49,26,204,30,48,160,23,108,56,50,49,248
3/27/2014,40,33,74,43,20,163,32,43,131,22,171,56,50,44,272
3/28/2014,49,35,85,37,17,206,31,50,141,24,99,47,61,36,275
3/29/2014,73,66,162,61,38,318,55,98,299,35,142,79,81,68,419
3/30/2014,75,76,239,63,47,337,55,87,341,30,147,105,93,90,470
3/31/2014,50,48,144,53,30,275,52,72,250,27,119,73,75,60,354
4/1/2014,37,62,137,56,32,302,57,84,248,37,145,71,75,73,342
4/2/2014,35,56,118,56,39,288,44,69,238,37,140,78,67,63,338
4/3/2014,47,45,93,44,26,212,37,70,184,28,127,59,61,56,287
4/4/2014,49,51,94,46,28,224,42,66,167,28,117,62,54,57,314
4/5/2014,81,75,179,72,43,334,62,107,352,40,186,92,81,72,493
4/6/2014,94,86,259,80,52,354,55,103,418,31,173,102,99,92,520
4/7/2014,60,50,117,64,36,255,51,67,233,26,132,76,70,64,346
4/8/2014,51,40,102,45,25,223,38,61,197,20,128,64,65,61,283
4/9/2014,54,41,99,47,29,237,34,52,179,33,115,66,48,50,275
4/10/2014,47,32,79,47,22,185,30,49,128,27,138,49,52,47,242
4/11/2014,53,42,69,46,23,198,34,48,116,35,82,60,48,41,263
4/12/2014,85,60,120,67,36,276,52,87,175,33,106,77,72,74,439
4/13/2014,85,63,201,75,44,283,42,82,184,31,111,100,81,81,515
4/14/2014,54,40,113,52,31,211,41,62,125,26,108,62,56,57,333
4/15/2014,58,39,91,60,24,212,34,50,112,25,92,55,55,46,301
4/16/2014,66,47,89,49,26,246,41,62,119,30,103,61,54,52,310
4/17/2014,60,48,85,59,24,221,40,59,96,23,84,56,54,45,304
4/18/2014,65,40,95,50,27,193,37,57,96,20,77,54,52,40,338
4/19/2014,79,53,140,76,38,258,43,83,135,24,130,90,69,61,427
4/20/2014,86,58,201,81,44,280,41,87,140,25,136,102,82,69,426
4/21/2014,73,42,121,50,28,229,43,63,98,27,120,76,62,53,283
4/22/2014,59,38,164,51,29,229,35,58,67,26,98,58,57,46,272
4/23/2014,58,42,96,51,26,258,33,57,62,41,97,51,55,47,279
4/24/2014,44,31,91,37,24,178,26,37,55,20,92,50,51,48,211
4/25/2014,53,34,193,45,20,192,33,47,77,35,94,50,52,49,231
4/26/2014,73,60,125,62,41,247,50,78,160,21,133,76,70,66,373
4/27/2014,94,69,220,75,48,313,49,88,214,28,147,103,89,84,458
4/28/2014,55,35,100,49,26,207,32,56,140,24,108,66,63,57,294
4/29/2014,45,35,88,42,18,181,30,46,130,22,82,54,53,48,254
4/30/2014,53,40,78,44,20,191,32,57,139,24,86,47,48,48,254
5/1/2014,81,71,139,66,36,284,53,82,248,36,108,80,70,69,352
5/2/2014,66,51,122,47,34,243,55,63,165,39,96,63,69,52,295
5/3/2014,92,72,208,77,51,332,70,108,253,38,150,96,89,85,438
5/4/2014,94,84,282,82,57,374,66,117,297,38,161,109,102,94,514
5/5/2014,61,51,167,59,34,270,48,72,193,27,109,80,62,59,352
5/6/2014,54,45,121,53,29,231,44,71,186,26,119,61,64,62,314
5/7/2014,64,41,124,54,33,222,35,58,166,55,103,58,58,49,325
5/8/2014,53,35,95,47,23,186,36,51,138,25,96,55,54,65,248
5/9/2014,57,36,81,35,25,199,37,40,126,22,80,56,50,40,300
5/10/2014,107,66,191,63,39,286,56,83,218,35,133,72,84,53,435
5/11/2014,68,49,211,55,39,213,47,67,188,24,126,89,88,82,368
5/12/2014,65,41,164,45,35,216,43,61,161,22,137,75,73,62,331
5/13/2014,55,38,141,41,28,205,34,57,156,24,122,69,62,60,375
5/14/2014,58,38,117,44,26,195,34,50,149,26,111,61,51,59,269
5/15/2014,46,30,105,40,23,163,29,45,130,22,91,59,58,54,262
5/16/2014,60,36,91,45,26,207,33,57,132,25,94,53,51,45,283
5/17/2014,85,59,198,58,40,280,52,91,184,32,130,78,81,73,426
5/18/2014,101,73,326,86,57,334,57,113,213,34,179,107,114,86,555
5/19/2014,62,44,165,47,32,237,42,55,115,27,128,61,69,61,303
5/20/2014,52,40,133,47,31,212,38,49,115,23,107,60,52,52,271
5/21/2014,56,43,141,58,27,191,33,38,100,25,97,52,57,50,300
5/22/2014,45,36,98,38,25,162,28,42,74,22,81,45,46,46,249
5/23/2014,56,38,102,41,23,186,28,48,83,24,76,52,55,49,282
5/24/2014,77,56,179,67,40,260,48,93,127,26,124,71,83,55,479
5/25/2014,97,69,306,80,52,283,46,88,151,32,162,93,101,89,474
5/26/2014,58,37,155,60,30,209,38,54,104,24,97,67,63,62,300
5/27/2014,53,36,140,47,27,184,30,49,80,22,97,58,59,54,283
5/28/2014,54,35,132,44,25,179,24,47,84,19,92,46,52,60,253
5/29/2014,45,32,128,55,26,160,29,44,84,26,101,55,56,49,234
5/30/2014,56,35,90,42,29,195,31,43,93,25,82,45,59,46,308
5/31/2014,84,73,236,68,52,311,61,104,229,38,142,80,97,69,519
6/1/2014,109,97,437,91,73,408,70,115,287,49,182,115,123,109,666
6/2/2014,73,64,218,65,50,309,53,89,197,39,169,89,85,68,444
6/3/2014,59,54,175,55,41,251,45,70,154,35,110,72,60,61,361
6/4/2014,64,50,137,56,40,233,37,63,120,28,118,62,54,69,350
6/5/2014,44,39,131,56,29,193,32,46,97,25,97,44,41,42,333
6/6/2014,58,43,99,47,30,197,35,43,97,28,72,45,37,41,261
6/7/2014,83,65,191,62,46,286,48,93,158,31,137,76,49,62,531
6/8/2014,95,75,283,84,68,321,50,104,194,34,180,91,60,87,636
6/9/2014,59,44,117,61,39,223,39,61,117,22,125,76,41,66,353
6/10/2014,55,39,65,56,29,189,33,51,98,29,104,48,33,42,356
6/11/2014,55,42,36,43,30,216,30,52,88,24,99,68,36,70,294
6/12/2014,43,29,25,53,26,171,28,39,66,25,82,38,32,42,261
6/13/2014,58,38,26,34,27,195,35,42,79,24,83,35,32,49,317
6/14/2014,93,66,121,51,45,290,57,80,151,28,146,81,58,72,511
6/15/2014,62,41,196,45,34,205,48,64,122,29,138,74,49,65,410
6/16/2014,62,47,175,48,39,239,46,67,119,49,160,68,42,65,369
6/17/2014,53,40,144,38,26,208,37,58,100,24,114,59,39,54,324
6/18/2014,56,39,118,39,29,236,40,51,92,26,105,51,39,46,279
6/19/2014,47,29,89,36,27,183,29,44,106,19,99,40,35,42,269
6/20/2014,52,37,79,42,23,194,34,35,73,25,80,39,32,35,278
6/21/2014,83,64,191,54,42,279,56,85,146,29,123,61,51,63,447
6/22/2014,91,65,287,65,53,314,48,92,163,33,161,81,68,74,494
6/23/2014,57,48,154,40,34,219,41,75,101,31,132,65,44,61,309
6/24/2014,51,38,119,37,27,192,37,52,94,28,113,48,41,42,236
6/25/2014,54,39,107,33,24,179,34,46,79,22,107,54,34,45,241
6/26/2014,44,32,106,35,24,173,31,38,71,19,92,46,30,38,232
6/27/2014,53,39,92,33,21,194,31,41,86,36,83,37,43,32,235
6/28/2014,72,57,163,50,36,263,55,71,145,32,107,63,53,60,389
6/29/2014,86,67,287,61,45,302,49,95,173,28,157,85,70,83,468
6/30/2014,62,48,165,44,34,243,50,71,136,25,128,72,53,58,317
7/1/2014,70,62,173,57,34,306,65,83,190,38,137,64,56,63,357
7/2/2014,63,64,129,50,36,289,59,78,165,34,126,60,48,53,326
7/3/2014,55,45,100,44,29,225,49,61,132,43,108,47,46,51,286
7/4/2014,59,44,87,46,25,216,44,63,106,29,99,43,43,41,282
7/5/2014,80,68,147,63,35,312,65,104,189,37,129,66,58,52,428
7/6/2014,95,75,244,66,51,364,58,107,198,36,170,86,79,75,480
7/7/2014,62,51,144,49,31,255,53,67,132,28,115,63,54,59,298
7/8/2014,49,42,101,45,26,230,42,64,101,28,102,59,47,50,296
7/9/2014,55,35,88,40,25,199,42,59,94,35,96,48,47,46,251
7/10/2014,47,34,85,77,23,197,39,48,82,21,87,49,38,42,274
7/11/2014,55,39,83,38,20,205,48,45,69,25,85,49,37,36,258
7/12/2014,76,60,138,52,32,278,62,78,129,29,121,67,56,58,431
7/13/2014,78,50,181,66,35,257,56,75,136,32,134,66,68,63,382
7/14/2014,64,40,131,45,29,235,53,59,102,26,111,63,53,64,303
7/15/2014,58,39,134,43,26,217,49,51,96,28,124,54,49,48,296
7/16/2014,62,48,131,43,30,233,45,49,91,26,105,59,42,59,257
7/17/2014,48,37,76,40,21,189,43,45,90,22,92,51,37,44,235
7/18/2014,51,42,90,38,22,201,43,45,79,23,90,48,37,41,247
7/19/2014,68,59,135,55,31,267,63,89,133,32,110,68,58,54,358
7/20/2014,78,69,226,84,41,276,57,80,146,29,137,64,77,66,397
7/21/2014,60,45,122,54,30,244,49,65,108,24,119,58,54,58,298
7/22/2014,47,42,93,43,24,208,48,54,92,29,112,51,47,46,270
7/23/2014,54,43,259,43,26,230,46,60,89,31,93,44,43,32,219
7/24/2014,49,33,93,37,19,168,43,46,70,24,88,51,44,35,232
7/25/2014,50,37,87,35,20,184,43,54,71,29,92,58,44,38,251
7/26/2014,69,54,112,48,28,240,59,80,124,25,112,71,62,41,318
7/27/2014,83,60,204,60,40,268,62,91,140,26,132,83,68,64,356
7/28/2014,60,40,132,49,33,215,50,70,92,20,121,62,57,43,243
7/29/2014,57,37,115,42,24,196,49,58,77,31,90,62,49,44,243
7/30/2014,61,37,100,45,31,192,44,52,79,25,89,61,42,41,242
7/31/2014,54,38,104,41,21,206,54,71,101,27,121,55,51,37,238
8/1/2014,69,49,116,59,35,278,68,82,132,39,97,76,64,52,302
8/2/2014,93,83,161,63,39,330,80,114,204,45,126,95,64,67,409
8/3/2014,94,77,238,74,50,351,76,123,198,38,133,87,88,65,418
8/4/2014,82,51,141,59,36,282,70,85,147,46,119,69,63,55,335
8/5/2014,72,45,118,47,31,239,49,70,113,29,103,64,53,52,263
8/6/2014,70,45,106,48,28,225,57,60,107,27,85,61,47,44,243
8/7/2014,55,38,79,44,26,195,52,60,91,28,95,61,58,46,243
8/8/2014,66,38,90,46,22,187,45,52,91,24,76,47,47,48,276
8/9/2014,85,55,122,58,30,254,65,86,139,28,107,70,65,47,341
8/10/2014,79,52,198,60,37,267,67,95,158,26,119,75,79,61,366
8/11/2014,67,43,127,54,31,216,59,67,108,25,102,66,60,51,255
8/12/2014,50,35,109,42,23,190,52,54,90,24,98,58,56,46,243
8/13/2014,68,37,92,39,29,192,50,54,91,22,87,43,45,43,235
8/14/2014,58,35,93,44,22,168,41,43,90,21,76,44,40,38,204
8/15/2014,72,42,89,50,24,198,59,46,96,27,77,48,52,46,236
8/16/2014,90,57,125,56,36,268,70,83,171,33,102,69,63,55,362
8/17/2014,96,57,241,79,46,291,77,90,181,30,131,63,77,63,376
8/18/2014,73,41,138,52,35,238,63,63,128,27,114,54,63,56,276
8/19/2014,69,39,104,53,26,205,56,63,116,48,103,57,49,51,221
8/20/2014,66,41,91,46,27,219,48,53,120,25,89,52,44,54,250
8/21/2014,61,36,100,47,26,193,49,46,96,25,87,49,46,49,248
8/22/2014,62,36,82,43,21,185,46,39,91,25,80,47,43,39,253
8/23/2014,89,49,140,48,32,250,73,79,143,29,116,64,56,58,321
8/24/2014,86,56,196,65,38,266,69,73,169,27,113,62,73,57,351
8/25/2014,62,44,138,47,29,215,54,67,119,25,105,48,53,49,240
8/26/2014,61,39,105,49,25,192,49,46,99,24,88,50,47,52,219
8/27/2014,65,36,113,40,31,192,48,50,90,22,85,44,43,53,201
8/28/2014,57,32,79,39,24,155,39,38,81,27,83,44,47,42,180
8/29/2014,65,39,87,49,28,197,52,52,94,41,90,48,67,45,247
8/30/2014,94,67,173,64,45,294,84,97,186,34,126,73,71,73,406
8/31/2014,104,77,309,72,65,337,82,113,197,36,169,85,89,85,478
9/1/2014,85,69,190,65,48,309,85,90,173,35,133,91,66,81,356
9/2/2014,69,57,173,46,46,271,68,93,160,39,126,70,70,67,315
9/3/2014,67,55,153,49,45,254,65,70,129,32,128,64,60,69,322
9/4/2014,48,38,113,60,30,210,61,56,98,27,96,81,55,80,263
9/5/2014,56,43,106,45,31,209,58,51,90,28,91,73,47,74,252
9/6/2014,85,65,202,56,45,291,76,88,151,33,129,116,63,94,442
9/7/2014,93,74,335,67,57,316,83,107,178,37,164,142,105,126,476
9/8/2014,59,31,172,46,34,223,62,67,111,27,161,106,61,105,305
9/9/2014,54,24,140,36,26,193,51,62,92,29,97,92,54,86,273
9/10/2014,59,29,149,45,29,185,48,54,95,25,92,75,47,70,227
9/11/2014,45,27,103,34,22,170,48,43,66,24,96,86,44,76,200
9/12/2014,54,37,102,36,26,178,42,54,71,30,99,70,47,59,255
9/13/2014,73,53,188,57,35,260,77,74,133,31,121,100,67,87,363
9/14/2014,94,67,294,59,51,297,76,92,152,33,150,122,97,115,423
9/15/2014,61,41,141,45,31,217,61,66,107,31,130,87,73,86,249
9/16/2014,58,41,90,39,29,226,61,59,104,26,116,89,61,78,209
9/17/2014,62,44,63,39,26,199,56,50,84,25,97,75,50,63,200
9/18/2014,47,30,40,33,21,166,48,45,63,23,91,75,46,56,195
9/19/2014,50,37,323,43,21,185,48,41,75,43,85,68,45,62,226
9/20/2014,85,59,123,56,39,269,75,78,126,32,130,97,65,83,348
9/21/2014,98,70,261,67,52,294,73,84,134,32,162,126,97,113,439
9/22/2014,62,42,145,47,33,214,58,65,80,24,132,86,62,71,226
9/23/2014,51,39,119,65,26,207,63,47,76,31,104,58,53,62,246
9/24/2014,60,39,93,37,29,201,46,50,75,24,90,65,50,57,213
9/25/2014,40,31,77,34,24,162,38,35,61,23,88,58,44,40,190
9/26/2014,53,35,64,31,22,174,38,41,64,20,88,63,44,37,206
9/27/2014,81,63,92,63,35,254,64,71,110,29,130,79,63,57,375
9/28/2014,98,72,129,72,49,300,72,96,144,36,159,107,92,70,464
9/29/2014,57,41,73,41,28,211,61,58,89,24,118,71,62,48,257
9/30/2014,56,49,90,44,30,233,63,77,114,31,147,71,72,47,263
10/1/2014,69,59,85,54,35,293,81,83,125,42,140,89,75,55,331
10/2/2014,56,51,68,55,29,236,71,73,119,37,119,66,61,48,274
10/3/2014,63,54,62,46,30,246,73,64,96,33,111,65,58,39,303
10/4/2014,89,86,112,74,48,335,99,101,153,55,170,97,75,53,500
10/5/2014,97,89,151,62,57,356,98,118,162,44,184,102,99,66,553
10/6/2014,64,44,87,50,37,240,68,72,105,31,139,69,57,49,331
10/7/2014,58,46,81,47,33,208,68,66,99,41,127,57,60,52,284
10/8/2014,57,49,56,45,31,199,58,50,78,27,119,62,47,51,247
10/9/2014,48,32,55,42,27,180,58,43,75,25,149,40,54,36,217
10/10/2014,77,53,85,47,34,224,60,64,97,25,130,51,65,40,289
10/11/2014,78,55,124,63,40,249,72,75,131,29,160,67,75,53,365
10/12/2014,86,61,280,60,55,286,78,88,136,25,234,92,92,81,436
10/13/2014,59,45,135,44,37,212,54,61,112,30,260,61,60,63,286
10/14/2014,47,36,89,39,27,196,50,51,95,39,143,52,54,48,234
10/15/2014,63,39,98,40,29,220,51,48,104,30,137,45,53,48,220
10/16/2014,51,35,98,37,30,190,66,53,101,25,159,55,53,48,211
10/17/2014,57,40,95,37,25,183,52,37,99,24,110,45,51,42,215
10/18/2014,87,54,167,63,44,278,78,87,165,30,180,60,81,59,423
10/19/2014,96,72,287,65,54,310,87,96,187,34,241,90,104,69,495
10/20/2014,55,43,146,47,38,227,67,75,137,27,160,59,69,58,267
10/21/2014,53,40,112,36,27,189,57,47,112,20,150,53,57,46,265
10/22/2014,53,40,117,36,26,195,47,50,100,28,136,45,49,44,212
10/23/2014,44,32,105,33,23,162,53,40,96,20,135,43,56,41,210
10/24/2014,53,35,100,40,20,174,49,49,92,31,128,40,45,47,218
10/25/2014,77,54,140,47,38,256,87,85,150,26,167,59,75,52,318
10/26/2014,90,62,276,71,51,304,85,94,198,29,233,80,97,68,422
10/27/2014,57,37,138,36,31,225,69,57,125,42,204,59,66,53,245
10/28/2014,50,35,109,32,27,172,52,43,104,22,153,46,51,36,208
10/29/2014,51,36,86,36,26,188,46,42,100,24,132,54,44,41,216
10/30/2014,42,36,88,30,23,175,47,39,94,25,121,34,47,28,196
10/31/2014,53,41,75,36,30,207,61,48,120,25,105,36,40,27,223
11/1/2014,76,70,148,79,49,319,124,108,251,40,171,59,77,55,439
11/2/2014,67,57,134,50,48,257,81,78,180,29,158,43,76,45,361
11/3/2014,100,91,251,64,72,367,99,104,244,37,238,78,113,82,520
11/4/2014,64,53,165,53,45,266,80,85,182,32,201,63,81,48,309
11/5/2014,68,55,126,53,52,271,67,70,148,30,171,70,66,58,298
11/6/2014,49,40,89,35,35,220,77,65,113,27,145,49,62,53,262
11/7/2014,55,44,81,38,28,207,60,64,102,25,132,48,47,42,272
11/8/2014,81,70,134,50,46,286,92,90,163,33,189,66,80,57,449
11/9/2014,98,72,285,66,62,326,96,119,192,30,258,87,104,74,489
11/10/2014,63,44,142,39,37,212,70,69,117,21,173,65,64,53,251
11/11/2014,54,39,111,37,34,196,63,56,100,25,163,53,63,53,227
11/12/2014,54,37,140,39,32,206,52,47,94,28,136,57,52,49,250
11/13/2014,46,29,76,33,24,149,53,46,81,20,102,48,47,45,189
11/14/2014,53,41,97,33,25,275,53,50,89,23,129,55,46,44,233
11/15/2014,78,55,159,57,40,259,85,87,160,30,169,67,63,59,400
11/16/2014,102,70,263,83,67,331,96,112,195,30,246,80,101,77,490
11/17/2014,66,39,118,42,35,224,72,70,123,25,164,54,71,45,286
11/18/2014,55,39,110,34,30,202,59,56,110,25,256,49,55,35,228
11/19/2014,58,31,78,45,30,190,60,44,86,22,119,59,50,45,209
11/20/2014,42,35,54,35,31,176,58,48,84,22,151,60,57,45,236
11/21/2014,57,39,80,40,28,172,56,51,87,19,148,42,47,38,236
11/22/2014,71,53,105,48,39,232,83,92,132,26,257,65,72,61,387
11/23/2014,95,66,228,62,52,303,89,96,180,28,283,88,101,78,443
11/24/2014,66,43,125,41,33,211,69,60,109,24,197,64,63,51,256
11/25/2014,51,40,89,28,29,185,59,42,97,23,149,48,70,42,202
11/26/2014,56,44,85,37,30,185,46,44,80,22,148,43,43,48,200
11/27/2014,42,33,98,27,23,163,44,38,78,29,131,44,39,38,181
11/28/2014,53,38,63,29,29,202,60,54,89,23,127,45,46,53,225
11/29/2014,76,70,147,68,42,318,101,96,184,27,199,67,78,61,391
11/30/2014,101,82,251,65,67,370,103,115,215,39,266,93,108,84,525
12/1/2014,74,72,155,45,44,353,97,96,182,32,229,68,76,67,318
12/2/2014,68,57,111,44,42,299,98,78,167,29,186,76,69,62,290
12/3/2014,69,56,102,36,35,276,70,64,139,29,152,69,56,63,261
12/4/2014,50,44,76,33,27,235,94,52,104,33,121,57,51,46,234
12/5/2014,61,49,75,53,25,234,67,47,100,26,121,45,45,79,237
12/6/2014,81,66,148,47,41,322,96,93,174,33,190,74,73,62,352
12/7/2014,98,85,251,66,59,387,97,104,215,31,222,96,104,89,453
12/8/2014,71,59,134,44,38,277,66,72,135,30,154,69,66,69,288
12/9/2014,54,43,106,32,32,250,76,60,109,25,136,53,50,57,220
12/10/2014,59,48,101,251,29,446,421,53,94,46,121,56,42,46,218
12/11/2014,51,39,103,29,24,267,67,43,85,21,123,78,45,51,206
12/12/2014,54,46,70,29,26,199,62,38,87,22,110,49,52,49,221
12/13/2014,82,67,120,41,35,321,89,82,158,34,139,56,71,54,369
12/14/2014,95,87,235,49,54,381,99,107,202,31,198,88,91,82,456
12/15/2014,64,58,150,37,36,285,87,63,132,33,151,63,65,79,341
12/16/2014,58,65,122,32,30,331,94,65,143,25,138,62,61,50,246
12/17/2014,74,52,105,34,32,309,75,53,112,27,129,46,49,43,252
12/18/2014,58,56,87,36,29,723,118,54,108,26,96,45,47,46,206
12/19/2014,60,50,89,27,22,357,116,53,102,33,88,42,54,40,234
12/20/2014,77,81,82,44,34,338,197,86,183,35,106,53,61,51,344
12/21/2014,91,88,128,41,38,393,124,103,208,39,136,62,85,57,326
12/22/2014,84,78,88,42,31,369,136,71,159,42,117,56,76,57,307
12/23/2014,85,76,61,77,28,346,196,68,161,34,96,37,75,33,229
12/24/2014,87,61,36,25,19,299,117,61,167,30,64,40,105,25,247
12/26/2014,73,60,54,30,25,297,125,99,190,35,83,37,64,38,356
12/27/2014,67,55,54,31,23,244,106,92,165,25,64,33,60,40,273
12/28/2014,63,57,73,34,20,245,75,88,173,27,70,48,62,41,288
12/29/2014,64,55,73,30,22,262,108,80,157,29,71,42,63,43,296
12/30/2014,87,60,64,45,21,296,90,75,152,39,83,45,68,43,319
12/31/2014,81,48,62,23,16,221,82,54,118,26,67,35,87,35,251
1/2/2015,89,69,127,39,37,291,120,96,171,39,135,71,93,69,400
1/3/2015,73,63,148,47,39,290,104,108,186,35,134,72,94,63,471
1/4/2015,99,79,243,55,53,325,99,123,207,37,191,91,113,89,565
1/5/2015,82,60,167,47,41,274,86,90,153,49,151,71,83,79,380
1/6/2015,54,50,114,36,31,250,87,72,135,26,111,48,73,119,296
1/7/2015,62,49,107,34,31,248,78,68,124,30,105,50,63,46,334
1/8/2015,53,42,101,28,24,196,64,75,103,23,91,49,61,49,327
1/9/2015,58,40,81,32,20,211,70,53,95,24,110,61,56,44,277
1/10/2015,80,53,127,37,32,255,88,92,144,27,126,71,81,61,402
1/11/2015,100,73,271,51,43,310,97,116,201,32,175,79,122,83,567
1/12/2015,66,37,132,32,34,217,67,68,115,23,120,64,73,55,318
1/13/2015,51,35,104,28,24,201,64,53,92,24,128,52,54,50,246
1/14/2015,56,35,128,31,22,198,51,48,89,24,94,64,54,58,217
1/15/2015,48,29,83,25,19,184,63,62,107,20,90,45,58,44,224
1/16/2015,57,40,117,29,25,212,62,56,98,24,108,51,52,36,232
1/17/2015,92,65,140,43,36,295,99,101,175,34,136,79,84,57,394
1/18/2015,109,67,258,51,44,313,93,113,192,32,184,90,108,80,481
1/19/2015,67,44,148,33,32,233,70,62,125,26,128,68,69,55,289
1/20/2015,57,41,90,35,25,229,69,65,121,25,103,57,56,43,218
1/21/2015,56,44,86,31,25,216,57,60,108,24,103,46,54,42,211
1/22/2015,52,35,84,32,23,215,58,52,96,19,96,58,61,45,209
1/23/2015,61,38,79,31,27,199,67,58,86,43,134,53,58,41,192
1/24/2015,82,62,117,50,35,280,94,91,166,31,145,73,77,58,361
1/25/2015,97,68,224,45,46,295,96,102,191,29,160,86,104,69,420
